review_profilename,user_encoded
paulthebeerguru,15604
lightindarkness,13879
sweethome,17503
ziggy13,18797
huhl23,12270
stopbarking,17376
ppoitras,15898
Rhynes2,5979
mryuk,14897
Naugros,5180
drumminbrewer,10930
bogus564,9136
McNealc31,4797
YourMomDrinksBud,7784
cameraman,9561
hrockefeller,12257
DevilDogBeer,2188
MrMcGibblets,5046
pwoods,15980
letsgopens,13853
Westsidethreat,7649
benmiliron,8779
LeftyBWS,4389
jlh8643,12939
bearcobb,8560
BeerTruth,837
TheBierBand,7049
wagenvolks,18355
chimney,9834
cooncat,10059
Daehpoh,2022
Swim424,6866
raznug,16094
riored4v,16256
SFLpunk,6191
rbd13,16097
smakawhat,17046
GilGarp,2939
Domingo,2270
zachary80,18755
kscaldef,13680
mavbrew,14289
madvermin,14080
AleWatcher,297
jmkratt,12977
TheSevenDuffs,7156
Arithmeticus,434
Chaney,1643
WickedSluggy,7678
PicoPapa,5629
Franz4,2779
uturn,18238
boomer31,9161
cavedave,9632
eclaycamp,11068
nobes341,15245
MetalHopHead6,4841
UnDeadly,7451
rajendra82,16038
Pinto21,5644
shivtim,16850
jera1350,12781
vtfan77,18342
Pittsburgh,5658
SummitVA,6822
hopstradamus,12231
Daniellobo,2062
Pencible,5560
Retail1LO,5961
Mavajo,4770
RevereBeer,5966
tippebrewcrew2,17895
AwYeh,499
Pahn,5483
ChrisPro,1720
auroracrisis,8346
scottyg354,16682
amphion1065,8145
4DAloveofSTOUT,85
wvsabbath,18614
birchstick,8961
Kaydogg,4132
Bmoyer0301,1130
MrTopher,5058
mdvatab,14396
claspada,9941
GregSVT,3067
BeerImmediately,780
PenguinBeerFan,5562
AgentZero,259
Sean9689,6356
ms11781,14898
ChadQuest,1632
nas5755,15051
Treebs,7337
ratedz,16077
MasterSki,4736
Scrumtralecent,6348
BJRHOMEBREW,552
akk101,8016
Soonami,6622
jale,12554
Troyone,7371
sophisticated,17144
seangroves,16727
beachbum1975,8545
CFHMagnet,1480
DavoleBomb,2129
AJStank,165
BarrytheBear,658
tburkhart,17598
neorunner,15129
OldSchoolGamer,5360
zrab11,18820
jwhawkins81,13324
KBoudreau66,4070
discovolante65,10672
UltraZelda64,7446
brushtachio,9400
Nipitato,5247
mhewes,14493
albern,8035
elmore,11167
Homerbag,3332
jmichaeldesign,12972
edbeered,11079
4thoseabout2bock,89
becktone,8578
rivalrome,16260
wyattshotmaker,18622
brew3crew,9256
bonkers,9154
ltjska04,13999
Dunt,2412
JLeege,3680
domtronzero,10778
tlazaroff,17926
iSip,12311
COBeerBuff,1502
HopHead84,3356
brdc,9237
BigB415,978
TKEbeerman,6907
silentjay,16899
alli4051,8098
beerpirates,8711
Vaison,7490
hughesm4,12267
Viggo,7529
jamie2dope,12570
GOGRANDE,2847
grub,11917
ritzkiss,16259
Lolli1315,4484
rhodeska,16211
05Harley,4
jmix,12974
JosephLondon,3999
dbexpert,10458
Tyrawlings,7418
DmanGTR,2231
younger35,18727
beerhan,8657
Brez07,1323
Espenoza,2575
coreyfmcdonald,10075
stakem,17265
BeerBuckeye,747
jtingue,13265
chaz410,9772
keanex,13434
DrewZ926,2353
mothman,14821
pmccallum86,15828
bert13tj,8810
muttyd,14983
kcbearkat,13412
alcstradamus,8040
chcfan,9774
bluemoonswoon,9060
levifunk,13858
phiberoptik,15712
joshstevens87,13146
bevenson,8815
ridglens,16242
strikertown,17406
MeLikeBeer,4805
dday1231,10496
jegross2,12768
projectflam86,15917
Kendo,4168
Daktyls,2031
infi,12420
ChugginOil,1738
ncketchum,15087
Stockfan42,6758
1Adam12,32
scottfrie,16672
BrewCrew2010,1260
jt31914,13254
23fyerfyter,46
CaptainTripps,1574
LiquidBread219,4450
northaustin,15273
DangerDawg,2054
jcartamdg,12678
johnnnniee,13075
angrybabboon,8192
THECPJ,6891
craytonic,10140
OakedCanuck,5332
Khazadum,4189
TCgoalie,6885
Pellinore1,5558
Rizalini,6021
beesy,8742
bballmj2k,8506
LtCracker20,4521
GallowsThief,2869
BB1313,519
mikul93,14588
schoolboy,16631
Dan3279,2041
dbc5,10452
MeanGene,4810
MayorAdamWest,4777
Florida9,2729
tedsox31,17631
sddappstate,16712
UDbeernut,7424
wiseguy142,18536
magnj,14093
Gambrinus1184,2872
Grandwazoo,3034
sgy,16796
jpiper,13169
Biggness,1025
roadhouse,16313
johnrf,13088
johnnyirishman,13082
roan22,16314
westweasel,18456
boogles,9157
mixylplik3,14641
Duster72,2420
CDBeerDisappear,1477
jcdiflorio,12680
buckeyesox,9439
blitz134,9041
yesyouam,18707
xraided81,18658
flannelman808,11439
almychristopher,8103
frazbri,11517
cueball52,10216
hustlemuscle,12286
chipsbr,9840
quasimoto,15995
StlHopHead77,6756
ChrisSimpson1968,1722
dickroop,10636
vandemonian,18256
mtstatebeer,14936
ddibrita,10500
Motladiwa,5003
wamu2000,18378
treehouse,18032
mdaschaf,14374
nerdrocker101,15131
hopsolutely,12229
polio,15850
atigerlife,8312
IndolentReader,3568
herman77,12091
livewire78,13922
thetomG,17809
Spica66,6660
CharlatanSin,1650
moz9,14835
robbyc1,16319
wenkalman,18443
Duhast500,2399
eballard,11054
cvfish,10235
GClarkage,2832
ksimons,13682
Portertime,5719
Groucho75,3094
coldmeat23,10025
dspoonrt,10950
stimulus,17347
redsonja,16145
woodske1,18574
brokenleadedcask,9360
StormKing47,6771
fo5s,11467
JToad,3718
rapidsequence,16068
pzrhsau,15983
MrDanno96,5022
Richardberg,5987
stephenlouis,17318
DrDemento456,2313
BeerAndBourbon,730
jhoban19,12846
cwps48,10246
TommyBuckeye,7290
krisandajt,13668
danbar,10319
spitInTheOcean,17206
Mar02x,4700
Mkfitz,4952
jbennett1919,12650
ummswimmin,18192
Capitalist,1557
JerseyKirk,3855
Heatwave33,3233
BlastBeats,1093
polisanl,15851
gopens44,11814
ahq514,7979
dbmata,10461
ShanePB,6419
wcintula,18416
OneDropSoup,5381
merc7186,14443
movingtrain,14833
homebrew311,12160
ZeroSignal,7814
drcarver,10863
aficionado,7949
shoky01,16862
shortbus7,16867
Greywulfken,3077
Cylinsier,1939
MrELovesBeer,5027
philipquarles,15725
Kromes,4276
CruisaC,1908
wowbagger,18585
ONUMello,5320
Murchmac,5097
BedetheVenerable,716
siege06nd,16895
RedSpecial1,5923
JizackFH,3904
jdflyer06,12716
endincolorado,11194
SammyDavisJrJrJr,6268
Goldopelgt,2994
miketd,14581
rodney4130,16353
Hopdaemon39,3386
hailyeast,11985
teromous,17655
chakadrum,9741
ehammond1,11120
jayhawk73,12619
Jazzcrop,3804
Bulkman,1426
fastpass17,11342
nukem5,15329
twaddlac,18121
Kolsch,4252
InebriatedJoker,3574
belzo35,8764
ViveLaChouffe,7545
bbeane,8509
mtnbikerpa,14930
tjkinate,17909
mwill7287,15000
camil1mj,9563
nhindian,15157
russwbeck,16465
BearsOnAcid,703
schwaeh,16643
badboyrsl84,8405
Jparkanzky,4016
mgoblue5743,14482
sidetracked,16894
trodersark,18058
PaulStoneAnchor,5532
Gushue3,3125
PhineasGage,5616
ptykozoon,15951
kk73,13583
WillCarrera,7688
Gosox8787,3015
Dubber55,2384
Onslow,5391
jradams76,13187
goalie33,11764
fastsrt,11344
Gfunk720,2928
StoneBrewFanatic,6760
bertram,8811
JBIII,3640
bigkamp,8910
garbercury,11602
Mike3865,4885
Kaiser81,4107
mattgreger,14253
Lukafer,4534
jbone78,12660
gpogo,11836
darklordlager,10376
Damian,2037
PhatAtUT,5589
doughanson78,10825
brystmar,9409
sweemzander,17501
kfsv034,13517
klikger,13593
everetends,11274
hayesez,12040
jmalex,12953
realmpel,16122
Traquairlover,7325
OskarL,5412
BigJim5021,1002
bret27,9254
KeefD,4142
sisuspeed,16936
abuliarose,7883
steeltown71,17304
HopHead29,3355
SuperSpy,6831
ManVersusBeer,4681
Jmoore50,3909
caresville,9597
Tiklmelmo,7238
Samichlaus,6265
stoutfiend27,17383
PaulW,5533
strictly4DK,17405
hopwilder,12235
boatshoes,9099
abecall98,7864
Blanco,1091
beermanbrian,8695
CanadaBlue,1547
BobZ,1139
Beerzebub,896
mikecharley,14549
OlieIPA,5369
bmanning,9073
DNICE555,1987
TheKingsOfHop,7113
Tom8Analise,7278
aewinte1,7944
rudylaw,16435
CoolJosh,1820
jdklks,12721
StarlightSeraph,6709
alovesupreme,8106
Jettanbass9,3874
Solomon420,6615
theghost3,17752
schinebd,16622
Cedromar,1614
mfgeorge,14465
chicagobeerriot,9810
dukedevil0,10983
Jcb890,3810
kasper,13384
tedpeer,17630
infestaxion,12419
DavidEddie,2122
kegger22,13444
carps12,9608
dtivp,10959
sonicdescent,17133
Cheesemoose,1674
chicano4craft,9813
stabzmcgee,17259
rhinos00,16208
ubufan2112,18169
kmatlack,13603
Retsinis,5962
claytong,9947
amidabha,8140
brewtechnik,9327
BigBlacke,983
BigPlay1824,1010
gc4hokies,11639
joefuzz,13023
BruceWineworks,1368
gtgood,11929
matttttYCE,14277
BarryMFBurton,656
sjccmd,16945
Gritch,3087
UMNbeerhunter,7430
GoldenVIKE,2991
NittanyBeerFan,5250
gnemesis,11760
machostacos,14049
FLBeerGuy,2628
Phillyduke,5611
Stigs,6751
roopy40,16381
mhatters,14487
KickbacksSteve,4193
chalsk,9743
busterthecat,9493
wordemupg,18580
jordanblaskey,13123
AnPiobaire,363
PrivateEquity,5738
KajII,4109
bound4er,9185
azdback,8386
Mdog,4804
tsatem,18080
DelMontiac,2156
PorterLambic,5715
Tropicalslip,7366
ObeerwanCO,5337
DaveHS,2113
Kinsman,4224
bucklemyshoe,9441
warnerry,18388
Contagion,1817
chilly460,9831
AdamBear,229
Avagadro,491
Gunslinger711,3121
LiquidCucumber,4452
dfclav,10599
bismarksays,8972
birderbeerer,8964
thedoubler55,17743
KidsDoc,4199
bobsy,9126
tchaos,17604
zhanson88,18795
rka758,16276
HURTemHIZZY,3149
deadonhisfeet,10510
feelmefoam,11374
ElGallo,2501
Hex92,3268
nismo80,15218
Arenbeer,429
codewarrior,10014
jillmart,12860
ccahoon22,9667
sixthglass,16940
bum732,9462
Manoftyr,4694
apache119,8222
liamt07,13870
kruthar,13676
Anthony1,402
FickleBeast,2680
Bonis,1171
korguy123,13644
punkrkr27,15966
Axic10,501
GeezLynn,2905
VaTechHopHead,7488
brianjay,9341
AJacob81,166
ruckus232,16430
rwf08,16475
devilben02,10588
tblfan04,17591
chefmikeanderson,9792
BadBadger,597
zander4dawin,18763
redblacks75,16131
cmq103,9994
mostpoetsdo,14819
gabeerman,11586
claytri,9948
lookitsfelias,13957
mdwalsh,14398
dougofthefuture,10829
SirSketch,6513
ikenney87,12374
xanok,18626
tommy78,17969
kirkpjr,13566
ricknelson,16235
themedievalist,17777
MPLS,4599
caddybuyer,9532
rustymoore,16469
Patrick999,5521
bonsreeb85,9155
jjhbrfdds,12901
erosier,11236
nsmartell,15318
manahansf,14125
morimech,14813
dismal,10674
NYCWheatFanSC,5153
MeisterBurger,4822
TheViolator666,7174
scootny,16660
drowland,10915
rpstevens,16407
natelocc787,15061
Blitzstyle,1106
erz316,11242
AgingWarrior,261
BeerFiend2002,770
Agold,262
beercar,8619
angelmonster,8188
RoamingGnome,6032
rudzud,16436
jxhill,13340
jdg204,12717
thryn,17845
baggio,8416
DaveFL1976,2110
ClevoPiwo,1773
damienblack,10309
fff,11395
OleJohnnieAle,5366
caminiti,9564
porterwoobie,15882
NCSUdo,5125
BZero007,586
Douglas14,2306
thequeen711,17790
tai4ji2x,17536
dancinwillie,10324
gciccarelli,11641
Birdiebeagle,1056
cdViking,9679
easement,11048
charlesw,9757
patmcd,15574
ironarrow42,12469
NCBeernut,5123
twelvsies,18126
mikeale,14545
DousedInStout,2308
ThirdLap,7200
PeprSprYoFace,5567
czfreeman,10267
jhtipton,12850
br3wmeister,9208
natasharai,15059
goethean,11782
Nesued,5204
haazer,11975
PEBKAC,5453
agomega,7969
celticfutblclub,9701
Xadoor,7754
Kbogac,4137
CheezyBlaster,1675
drumrboy22,10933
alyankus,8122
JerzDevl2000,3859
BeerBubby,746
steelcutoats,17296
tjthresh,17915
TMB0424,6912
bort11,9171
Ch1mpy,1627
MCfunkyJ,4569
TheDTrain,7070
Blybloke,1128
bigfoot13,8897
marcpal,14156
jasonjlewis,12595
eagles22,11042
BillyB,1043
SaucyA,6288
bowersdm,9191
calise1122,9549
blackandtanman,9000
Jerzdevil1116,3860
BirdFlu,1055
gonzo46and2,11799
Marcus6679,4705
corey0212,10073
wisrarebeer,18538
egajdzis,11114
ph2001,15699
andrewm190,8170
lemasney,13833
rtepiak,16427
PatronWizard,5526
waltonc,18376
abfraser,7869
drnknmnky,10908
seanpachefddfa,16730
orcasteve,15469
Mauerhan,4768
thethrone,17808
CharlieMurphy,1657
DCon,1952
SDDanC,6181
BBP,523
THEOPTIMATOR88,6893
marksto,14181
MDekker,4572
johnd513,13062
treyrab,18044
DownDaHatch,2310
JerseyDevil980,3853
Rzzzzz,6164
rallison,16040
mully,14957
RoryGilmore,6092
objectivemonkey,15356
ColoradoBobs,1801
turbine2475,18102
ejquin,11134
RomanW70,6072
sillygas,16904
GFSchwab,2836
TasteTester,6967
StoutScout,6783
SQNfan,6216
DaPeculierDane,2013
kittylover7249,13570
clingman71,9971
ajhod,8000
Walken,7595
Riverwarrior,6019
joekfsu,13030
number1bum,15331
SAS,6169
dnichols,10743
CrazyMacHarris99,1877
StarshipPoopers,6711
monitorpop,14775
DUBinMIA,2003
edskirk3,11099
Dertbert,2178
karengarys,13374
milesfan76,14589
hwwty4,12291
tytoanderso,18153
doppelmeup,10806
stewdawg,17344
brewcrew76,9274
bennetj17,8781
Biscuit033,1058
gunnerman,11957
gkatsoris,11734
doppelbock,10803
jdubjacket,12736
IPAcraig,3496
PHawk,5459
drseamus,10921
MrBen,5016
dcurfman,10489
benclimbs,8770
Monsone,4975
mdm46410,14384
david131,10418
Talisker,6953
AgentMunky,257
Krakistophales,4265
trep,18038
bjohnson,8986
Luchman,4523
BlindPig,1100
BMoney575,565
jkaufman,12910
markgugs,14174
bigbubba,8879
KC8LTL,4071
mattcrill,14246
ultimatebeersnob,18187
scott,16664
zimm421,18799
r0nyn,16011
lisomiso,13909
currysage1,10225
srobertson59,17244
KickInTheChalice,4191
BasementDweller,664
racer2k,16020
Goldfish19,2993
Aguirre,263
DougBrew,2302
righthereisay,16248
mikedepue,14551
Roeters,6064
TooleBurger,7305
BeerMan7777777,789
ntrogdon,15324
tmitch75,17936
wheelinshirt,18475
rayjay,16091
Packforever1976,5478
lordeche,13964
avail316,8353
donteatpoop,10795
smellsofstout,17062
jlandis,12930
lovetranquillity,13982
thepeter,17788
CaraAndMike,1577
Tomdee74,7288
BacklitAvenger,593
BobbyBeerman,1142
corpulent,10080
Cinderbike,1749
Briarscratch,1340
RenoZymurgist,5955
chickencoop,9816
OStrungT,5328
yemenmocha,18702
Toggle,7273
weissbierdrinker,18436
Stephen63,6728
RichLightweight,5983
jarmby1711,12584
Bitterman,1067
spdyfire83,17186
Dawkfan,2131
Shadman,6407
IronDjinn,3613
damndirtyape,10312
AleYes,301
juju7,13285
Goibniu,2984
Antilochus,405
velkyal,18272
revdrjbob,16186
stlemur,17355
stevecee2003,17328
Lakes,4344
drperm,10918
tbeck,17586
Trizzle,7360
sound67,17154
Nisse666,5248
garcia2a,11604
gpcollen1,11833
DanOLeary,2049
mtyrrell,14941
TheStove,7166
DrinkSlurm,2357
Bookseeb,1176
brewercraig,9286
KJH,4084
MtVernon,5073
Dogshirt,2261
pixieskid,15789
alva,8119
alphanon,8109
Prosper0,5748
TiMX,7231
aventinus829,8358
Doppelmax,2288
Enola,2548
Bestuurder,942
homersimpson,12165
cwguy5,10242
GehenHerzog,2906
mbrown26,14318
65dos,101
finepaws,11408
gueuzegeek,11934
kflack,13514
hargettf,12013
BamaScholar,614
rodrot,16359
kwakwhore,13711
theWrkncacnter,17716
doubleipa,10818
tugdriver7,18099
ToasterChef,7265
trecker,18028
mattsdenney,14273
BrewnZ,1304
Backer2004,592
Chatter,1665
coasterfreak75,10005
BeerResearcher,821
Tolnik,7277
Loki,4481
goast8127,11766
timtheenchanta,17883
bishopgary,8971
mjw06,14684
brewcore,9273
ngeunit1,15151
JackieTH,3732
jondeelee,13104
jar2574,12582
Bockrules,1152
Justin23060,4042
cpolking,10107
HUXC,3150
engagechad,11199
notsoprobeer,15293
Snow81,6598
SmokinSmyth,6585
mountsnow1010,14829
HugePlume,3448
gkunkle,11736
MikeBrandman,4889
hackmann,11979
ghebel,11707
Ek0nomik,2496
hmk22,12128
josiahschlender,13153
dbmcrorie,10462
jeffjeff1,12760
originalsin,15482
BeerMark,796
GregBlatz,3063
bc2208,8518
FacistCannonBall,2641
vfgccp,18285
Kemmerlin,4159
brokennedy120,9361
scottbrew4u,16669
bcm119,8526
GRPunk,2856
thebeerdoctor,17720
spencerw,17195
dudecandle,10973
jimmybryght,12878
Japerrault,3767
tito42,17896
jerskine,12801
unojuno,18221
nickadams2,15171
John,3939
GDBEERMAN,2833
olegv40,15407
belenita,8749
Graham5161986,3028
colebenoit,10029
TheLongBeachBum,7121
canucklehead,9576
danedelman,10327
Poser,5720
adam42381,7900
elricorico,11170
Jwaks,4052
Naugled,5179
TheBungyo,7058
daledeee,10299
watchnerd,18395
HomeBrewJunkie,3320
cbl2,9648
denjen,10566
palma,15540
TheEclecticGent,7083
nsmit17,15319
santoslhalper,16562
danadeny,10317
BrewMaster,1270
Guinness4me,3110
dmarch,10723
silenius,16898
saltydog,16531
GreatPondBrewer,3047
eallured,11044
ngandhi,15150
Rastacouere,5875
alfalfro,8082
CBFanWish,1468
mickeymac,14516
Imbiber,3552
halfpgl,11991
Weissenheimer,7640
philipt,15726
faernt,11314
importguy,12400
DaftCaskBC,2025
boudreaux,9182
FreshHawk,2788
GPHarris,2850
siradmiralnelson,16923
rdickey,16112
Lexluthor33,4421
TheLiterati,7119
Maracuja,4701
Fugazme,2806
EPseja,2451
mrasskicktastic,14851
guinnessfan,11944
GooberMcNutly,3002
hobbes2150,12132
k75,13353
scoobybrew,16656
carln26,9600
Erdinger2003,2555
thesilverhand,17801
tavernjef,17571
beveragecaptain,8816
ypsifly,18734
MABZ,4562
kmpitz2,13609
SheepNutz,6434
ozmodium,15512
pellegrini,15657
Jablonski,3726
tdawgydog,17611
gregmurer,11890
sinistermadman,16918
Cromster,1893
mortarit,14816
Atlas1,467
meadhead,14399
kmcnair,13604
AbbayeDeLuke,200
rec,16127
Cozzatoad,1849
TheBeerAlmanac,7040
richmof,16225
BayouBengal1537,681
KYBrewgrass,4098
SassyBootblack,6285
haveaduff2,12032
DerekStek,2175
despainmakesbeer,10584
megahurts4,14413
trbergman,18026
dstc,10953
carlborch,9599
Sallerj,6251
meeekyh,14411
Yooperduder,7781
JordanEllwanger,3993
MaltyGoodness,4675
benito,8774
joedon,13021
clickpush,9966
latackbeer,13781
revolution,16190
matjack85,14231
Prostman81,5751
websherpa,18427
weatherdog,18423
Brunite,1373
jaz58,12629
dhilltop2000,10624
KilgoreTrout27,4204
kamiller,13368
CAMRAhardliner,1461
Vandilioff,7498
allergictomacros,8095
funkengruven,11559
pootz,15869
cagocubs,9537
niz,15223
Berrmecca13,935
jerryjeff,12796
kjyost,13582
CJfromPhilly,1493
philosobeer,15734
mustinsmitty,14978
BeerNinja007,811
generallee,11661
TheDudeRules,7082
deadbody,10507
sonata2008,17132
wrycon,18597
lurpy1,14021
MattyG85,4763
NuclearDolphin,5297
ChopperSmith,1704
TCMike,6883
kdpark,13430
mwagner1018,14990
alexgash,8066
Centennial,1624
iLovehops23,12306
jjanega08,12892
Ungertaker,7463
BucannonXC5,1394
Reaper16,5906
AmberMan22,346
BeardedBoffin,700
exonthebottle,11294
Buebie,1414
BDLbrewster,533
mnstorm99,14744
cmannes,9987
ScreamForMe,6345
KBomb,4069
Hortus,3434
Knuckles,4247
Sky2625,6552
distantmantra,10676
troutmask96,18065
nathi,15068
zacharius,18753
atowle25,8323
OnTheRoof,5376
scottum,16678
NoHipTee,5257
afksports,7952
turnerr79,18110
sockeye101,17114
ClarkVV,1760
mrgrandefromage,14871
damjadi,10311
bondjedi,9148
noremorse1,15268
BeerisfoodLLC,862
DerBayer,2171
dogger6253,10765
scalffd,16600
ernie,11233
slitherySOB,17023
friendofthedevil,11531
thielges,17817
MarkSCCOT,4718
shertzogovina,16842
PatandDavid,5518
baconquest,8401
warriorsoul,18391
kaszeta,13385
beernut7,8702
Longstaff,4492
nathanmiller,15066
barleywinebrewer,8463
ecoboy,11073
fisherman34,11422
SaunaKing,6290
ecoastman,11072
irishkyle21,12459
Popsinc,5709
MississaugaMatt,4933
IRequireBeer,3506
decimator,10527
SkinnyElvis,6540
Roke87,6068
Mit,4945
bryehn,9407
sid,16889
CanuckRover,1554
Beers,881
Wintermute,7709
sstackho,17256
thehyperduck,17764
SebD,6372
ericj551,11222
drinkininthewood,10890
GodOfBeer,2978
nine05,15214
MrHall,5033
JustinBathurst,4045
demcorhip,10560
BearJohnson,697
brucepepper,9390
wjimson,18545
baiser,8423
UncleJimbo,7459
Lexicon,4420
andrenaline,8166
ludachris,14005
mintjellie,14610
Seanstoppable,6366
DoctorStrangiato,2249
TheHammer,7098
atomicbolt,8320
cratez,10135
paxkey,15614
TrojanMan,7363
shamus,16809
Ralphus,5851
JohnnyBarman,3960
cloakNdaggar,9978
Nickademus,5234
Antikythera,404
spinrsx,17205
Stocean1,6757
peensteen,15655
ComradeK,1811
trevorwideman,18042
MattyV,4764
Noxious26,5292
Molson2000,4965
sinstaineddemon,16922
eat,11050
Swedes21,6858
3Vandoo,72
DoktaHops,2266
PhatMatt905,5590
seand,16726
canadianbarman,9569
SingleCell,6501
WeedKing4,7628
grac1970,11840
Umbra,7448
Auracom,481
kawilliams81,13394
musashi,14968
jkdrummer,12913
eyncognito,11304
bluesoul,9064
mobyfann,14752
blackhammer,9008
Brewsmith,1316
dren,10868
Onibubba,5388
beakerboy,8551
SamARR,6257
BigDaddyWil,991
atrus138,8328
stoned2,17369
FormatKid,2759
CRJMellor,1507
eaglescout48,11043
Dithyramb,2224
Fish113d,2705
KroMagnon,4275
Mitchster,4949
yankeeheel,18687
beergeek279,8644
aaronh,7851
JMD,3684
chaunur,9769
Spidey13,6663
John1985,3940
DuqTroops,2413
Mooch273,4980
JDizzle,3663
n00tz,15023
pastradul,15570
cilldalua,9896
mondegreen,14772
CaptinRedBeard,1576
2378GCGTG,45
antoines15,8213
Guden,3107
Feareon,2672
ColdPoncho,1799
Eriktheipaman,2560
daveytheformer,10417
KevinBrewer,4184
CWBlues,1521
jacobseyb,12530
chicagoabbot,9809
Radome,5839
brewemstrong,9282
BelgiumBill,908
GilmooDaddy,2944
radioscooter,16025
Ghenna,2929
ratrod53,16080
rpardon7,16400
BatDaddy,672
BuxMontBeerLover,1456
klshanks,13600
amstelcat,8149
RedwoodGeorge,5936
nortmand,15277
jtell,13257
PatYoda,5517
beerphilosopher,8710
ism,12483
nota,15284
hanco005,11999
wingnutter,18527
Gritsak,3088
yakko,18684
ncbrewerbun,15084
LuckySevens82,4528
babydoc,8394
oracle,15463
wlhagan3,18550
Blatzman,1095
PartyHatjo,5514
rlcoffey,16286
Hornet2003,3432
drewbage,10872
BitteBier,1061
TPoling,6920
jaz,12628
LarryKemp,4359
stegmakk,17307
mickstepp,14518
PhantomVodoo,5586
wahhmaster,18356
ZOXXO,7792
Ottertude,5423
DannyS,2070
stockingcpl,17360
oelergud,15374
nem2006,15123
abcsofbeer,7863
kenito799,13469
Applesauce1,412
uconnalum2,18172
monkeybeer,14777
Niniimaa,5244
mjc410,14654
ChappyBrew,1645
Abita45,205
SMark,6207
rlparker3,16291
tlitt2,17929
sloejams,17028
barneby,8467
mutt,14981
stouty1,17391
phisig137,15742
dispholidus1,10675
StuartCarter,6806
richago1,16220
Buschyfor3,1445
zapata,18766
kurtissellen,13706
hoppymeal,12219
thaichile,17690
bluegrassbrew,9057
Lindeman,4446
winomark,18531
ALESwhatCURESya,171
cretemixer,10155
jeffboo,12754
turboedtwo,18104
stevenseg,17338
steadydose,17292
pablot71,15521
nanertak,15047
ATSJer,184
minterro,14609
tjsprague,17914
smanders,17049
therivler1,17795
BarkingLeopard,637
numinorian,15333
goatgoat,11767
monoXcide,14785
quiddity9,16000
allrizz,8099
xfactor9600,18639
UGADawgGuy,7426
BigRedBeerDude,1011
PretzelCity,5731
mightyjoemoon,14536
notafood,15285
drxandy,10942
Gaverny19,2899
LuthersMug,4551
paulginva,15596
rudolphjacksonm,16433
sommersb,17131
jcurtis55,12700
eweneek83,11285
513hooligan,90
Romulux,6078
BeachBumC,694
Misfit138,4930
HBang,3137
rborthwick,16101
hrking,12255
joe1510,13013
iuhophead87,12505
dickieb,10635
beeronthebrain,8706
RedBaron,5911
Redwood21,5935
LittleBreeze,4457
rsyberg01,16424
cdrummer,9691
arguemaniac,8261
Atricapilla,470
CharlieMopps,1656
homebrewhawk,12162
hchinaski,12046
RedHaze,5918
86sportster883,122
boxofepilepsy,9194
kindacold,13546
roughsax,16393
SacoDeToro,6238
ramseye4,16050
7UCK,113
Kicksmile67,4194
xduderx,18633
Taze,6974
Lnedrive14,4473
nickss,15189
nriech,15308
TrickKnee,7345
goodbyeohio,11805
kdmorse,13426
cproioi,10110
SuperStory,6832
IIKaRuII,3474
Swamper,6854
BeerConnoiseur,754
noslenwerd,15281
SeasonalBrew,6368
rembrant,16172
jgasparine,12827
PreacherBrewer,5726
